ID,MARKETING_CODE,STATUS_PANTINUM,STATUS_GOLD,STATUS_SILVER,NUM_DEAL,LAST_DEAL,ADVANCE_PURCHASE,FARE_L_Y1,FARE_L_Y2,FARE_L_Y3,FARE_L_Y4,FARE_L_Y5,KM_L_Y1,KM_L_Y2,KM_L_Y3,KM_L_Y4,KM_L_Y5,CHANGE_CAR,DELAYED_CAR,CALL_CENTER_FLAG,VIP_SERVICE,BUYER_FLAG
29787,5,0,0,0,6,24,16,140,140,133,135,129,184.3,146,179,150.4,111,0,0,0,0,0
29788,1,0,0,0,6,28,17,165,168,137,152,160,165.5,138.5,167.6,109.7,134.6,0,1,0,0,0
29789,2,0,0,0,8,24,19,237,243,177,164,70,101.4,109.5,92.6,136.8,121.8,0,1,0,0,0
29790,2,0,0,0,6,24,26,125,112,121,122,115,65.5,92.9,128.8,74.2,66.9,0,0,0,0,0
29791,2,0,0,1,7,28,18,165,183,181,175,176,222.9,231.1,223.6,160.2,175.5,0,0,0,1,0
29792,1,0,0,0,3,60,25,179,174,200,193,197,205.8,211,197.7,180.1,198,0,0,0,0,0
29793,5,0,0,0,3,40,22,145,131,129,123,119,53.4,32.2,50.3,57.6,66.2,0,0,0,0,0
29794,5,0,0,0,2,88,25,173,174,178,183,173,191,128.3,202.4,191.6,193.1,0,0,0,0,1
29795,5,0,0,0,6,24,23,125,123,119,126,129,151.5,143.1,142.9,124.1,134.2,0,0,0,0,0
29796,1,0,0,0,4,44,21,174,177,177,172,175,199.2,207.8,154.8,156.8,149.2,0,0,0,0,0
29797,1,0,0,1,4,48,25,178,188,190,200,192,255.4,241.2,211.4,185.8,189.6,0,0,0,0,0
29798,4,0,0,0,2,92,16,182,184,182,175,176,183.2,203.9,175.7,195.5,168.6,0,0,0,0,0
29799,4,0,0,1,6,32,23,171,183,175,173,174,218.2,217.9,209.4,214.3,189.8,0,0,0,0,0
29800,1,0,0,1,3,76,19,225,218,208,207,207,220.7,250.4,203.5,231.5,242.8,0,0,0,0,0
29801,2,0,0,0,2,68,16,137,137,134,136,139,139.7,155.4,184.4,164.1,143.4,0,0,0,0,1
29802,1,0,0,0,2,64,19,124,129,125,136,144,158.2,93.8,105.6,145.9,161.8,0,0,0,0,0
29803,4,0,0,0,4,48,17,204,209,178,181,203,211.4,222.8,180,169.4,188.4,0,0,0,0,0
29804,3,0,0,0,1,176,16,180,176,181,173,175,183.7,222.7,208,180.2,174.3,0,0,0,0,0
29805,2,0,0,0,5,28,19,122,132,132,137,134,103.2,88.6,132.8,155.2,126.6,0,0,0,0,0
29806,2,0,0,1,5,36,23,167,164,168,183,180,202.1,209.6,198.6,204.6,187.8,0,1,0,0,1
29807,1,0,0,0,3,64,21,186,177,164,162,174,149.9,120.7,140.1,113.7,147.6,0,0,0,0,0
29808,4,0,0,0,2,68,19,139,136,139,132,134,154.8,151.3,184.2,198.5,166.5,0,0,0,0,0
29809,4,0,0,0,3,56,20,162,158,175,169,167,126.4,106.4,149,179.7,153.8,0,1,0,0,0
29810,2,0,0,1,2,88,19,169,174,171,178,178,235.7,246.7,197.3,192.6,217.9,0,0,0,0,0
29811,4,0,0,0,2,72,16,129,120,122,137,117,198.9,177.5,161.1,136.2,118.5,0,0,0,0,0
29812,1,0,0,0,7,24,18,192,154,250,148,69,111.5,93.9,44.7,42.6,85.4,0,0,0,0,0
29813,5,0,0,0,3,60,19,172,161,162,170,173,196,176.1,203.5,157.1,192.6,0,0,0,0,0
29814,3,0,0,0,5,36,26,168,171,172,183,170,153.8,206.7,183.8,190.7,194.5,0,0,0,0,0
29815,5,0,0,0,3,44,17,135,142,142,132,122,62,82.5,97.6,52.3,82.6,0,0,0,0,0
29816,4,0,0,1,6,40,24,233,227,232,223,210,233.1,210.9,189,187.8,243.3,0,0,0,0,0
29817,5,0,0,0,4,40,21,145,146,146,144,146,121.5,113,149.8,155.7,141.1,0,0,0,0,0
29818,2,0,0,0,4,56,21,211,209,206,217,213,198.6,194.7,195.1,177,170.5,0,0,0,0,0
29819,2,0,0,0,5,24,13,131,120,129,144,145,185.8,199.4,164.4,181.1,161.8,0,0,0,0,0
29820,5,0,0,0,7,24,21,120,131,133,149,164,131.1,95.7,137.9,115.8,145.4,0,0,0,0,0
29821,5,0,0,1,3,72,25,213,213,205,201,207,265.4,252.1,251.4,202.9,211.6,0,0,0,1,0
29822,1,0,0,0,4,36,17,137,138,134,132,132,127.5,75.7,69.1,70.2,98.4,0,0,0,0,0
29823,3,0,0,0,3,48,16,133,136,140,141,134,90,79.8,84.5,106.9,91.4,0,0,0,0,0
29824,5,0,0,0,2,88,18,160,165,171,179,173,187.1,141,174.8,149.7,130.6,0,0,0,0,0
29825,3,0,1,0,1,292,22,313,316,290,284,306,352.8,330.3,307.9,324.4,290.7,0,0,0,1,0
29826,3,0,0,0,9,20,24,149,146,141,148,145,114.5,149.6,126,111.8,158.2,0,0,0,0,0
29827,3,0,0,0,6,36,20,204,207,209,190,199,231.6,173.4,149.6,167.1,169.9,0,0,0,0,0
29828,4,0,0,0,3,48,16,137,143,135,127,118,132.9,138,103.2,90.6,31.6,0,0,0,0,0
29829,4,0,0,0,2,64,18,114,125,149,150,159,214.3,219.4,194.9,192.9,168.6,0,0,0,0,0
29830,4,0,0,1,2,88,21,174,163,165,166,171,210.3,218.7,194.9,202.9,180.9,0,0,0,1,0
29831,3,0,0,0,6,32,20,175,173,173,174,170,171.2,206.4,162.6,179.5,141.2,0,0,0,0,0
29832,4,0,0,0,5,44,34,202,203,195,201,208,221.7,179.6,194.8,192.9,198.5,0,0,0,0,0
29833,3,0,0,0,2,64,24,118,126,122,125,128,115.5,151,105.6,142.2,159,0,0,0,0,0
29834,3,0,0,0,6,24,23,139,127,135,149,137,63.4,111.1,123.5,134.7,132.4,0,0,0,0,0
29835,1,0,0,0,4,32,19,126,119,120,131,135,156.9,149.1,141,140.3,141.7,0,0,0,0,0
29836,4,0,0,0,4,36,16,124,139,143,138,131,128.5,124.9,115.9,87.6,83.9,0,1,0,0,0
29837,4,0,0,1,7,36,25,209,214,233,248,245,167,201.4,214.4,234.7,228.5,0,0,0,0,1
29838,2,0,0,1,2,104,21,204,202,198,205,216,217.9,201.4,189,220.5,196.4,0,0,0,1,0
29839,5,0,0,0,4,44,22,171,172,169,172,169,87.4,109.2,104.3,122.3,83.2,0,0,0,0,0
29840,4,0,0,0,4,28,14,100,111,111,96,106,129.3,99.6,136.1,136,95.9,0,0,0,0,0
29841,4,0,0,0,4,32,17,119,120,146,114,108,163.2,177.2,153.3,121.9,123.9,0,0,0,0,0
29842,3,0,0,0,8,20,17,131,146,151,147,141,119.9,104.1,138.8,143,134.3,0,0,0,0,0
29843,2,0,0,0,6,32,21,142,160,164,155,169,218.2,162.3,113.1,176.4,223,0,0,0,0,0
29844,4,0,0,0,9,0,14,135,133,137,133,140,133.2,142.1,136.8,112.8,129,0,1,0,0,0
29845,5,0,0,1,7,36,20,239,239,214,250,270,210.9,239.3,234.1,250.7,253.1,1,0,0,0,0
29846,3,0,0,1,6,32,19,172,178,190,189,187,186.4,240.4,230,196.4,193,0,0,0,0,0
29847,3,0,0,1,6,32,24,180,174,174,174,180,164.2,235.9,228.8,230.7,197.9,0,0,0,1,1
29848,3,0,0,1,3,88,22,263,257,250,254,258,324.4,293.8,266.8,229.7,250.5,1,0,0,1,0
29849,4,0,0,1,3,76,20,219,211,221,211,200,265.1,216.2,180.8,201,206.3,0,0,0,0,0
29850,4,0,0,0,5,36,25,168,167,143,182,194,134.3,139.5,112,107,129.4,0,0,0,0,0
29851,5,0,0,0,5,36,22,200,183,170,178,177,165.6,145.1,139.6,145.3,153.3,0,0,0,0,0
29852,4,0,0,0,6,24,15,143,158,155,143,131,212.3,188.2,150.3,130.8,141,0,0,0,0,0
29853,3,0,0,1,7,32,25,214,221,216,205,207,240.6,255.9,229.3,167.2,182.1,0,0,0,0,1
29854,5,0,0,1,2,112,24,223,218,223,219,217,226.5,234.2,246.1,247.5,247.6,1,0,0,1,0
29855,1,0,0,1,6,40,25,234,242,257,253,262,293,293.4,314.5,263.5,278.5,1,0,0,1,0
29856,1,0,0,0,2,116,22,235,232,231,240,236,187.1,169.6,194.9,214.2,209.2,0,0,0,0,0
29857,4,0,0,0,7,32,22,184,180,166,208,209,143.6,133.6,124,120.3,162.6,0,0,0,0,0
29858,3,0,0,1,5,44,28,208,220,207,210,216,295.5,256.9,242.9,276.1,248.1,1,0,0,0,0
29859,3,0,0,0,8,32,22,227,222,200,190,198,188,191.8,173.8,220,155.1,1,1,0,0,0
29860,3,0,0,0,1,176,23,174,181,175,172,164,140.3,158,170.8,150,164.5,0,0,0,0,0
29861,3,0,0,0,5,32,18,150,147,143,145,141,146.2,134.8,133,109.6,91.6,0,0,0,0,0
29862,1,0,0,0,5,28,22,146,142,131,139,135,111.8,115.1,134.8,138.1,138,0,0,0,0,0
29863,5,0,0,0,3,48,18,131,125,130,134,131,150.4,163,177,154.4,162.2,0,0,0,0,0
29864,2,0,0,0,5,28,21,126,128,124,125,123,65.4,71.7,90.4,142.3,106.8,0,0,0,0,0
29865,1,0,0,0,5,32,13,115,107,125,144,150,180.8,149.5,157.9,135.2,134.2,0,0,0,0,0
29866,3,0,0,1,8,32,27,263,266,258,251,243,229.9,227.4,250.4,275.1,252.4,0,0,0,1,0
29867,2,0,0,1,0,0,19,277,288,258,251,259,276.1,267.6,243.2,273.4,311.6,1,0,0,0,1
29868,1,0,0,1,3,80,26,245,252,232,238,227,216,216.3,237.3,245.3,187.3,0,0,0,0,0
29869,4,0,0,0,8,24,29,164,173,174,166,158,113.2,129.5,131.4,183.7,130.1,0,0,0,0,0
29870,1,0,0,0,7,24,7,156,148,148,144,141,206,152.1,169.3,167.9,149.5,0,0,0,0,0
29871,2,0,0,0,4,36,15,140,140,129,132,150,172.6,158.7,140.8,132.4,109.5,0,0,0,0,0
29872,2,0,0,0,5,28,17,136,141,134,142,142,109.6,105.4,162.5,195.3,213.3,0,0,0,0,1
29873,5,0,0,1,2,120,19,228,234,218,230,225,226.4,222.5,199.1,223.5,205.6,0,0,0,0,0
29874,2,0,0,1,6,44,32,271,263,259,258,260,242.4,257.3,230,254.7,217.2,1,0,0,0,0
29875,5,1,0,0,4,96,29,365,355,392,380,376,451.2,443,446.6,434.1,427.3,0,0,0,1,0
29876,4,0,0,0,6,24,18,136,129,144,137,139,106.4,132.8,146,120,115.3,0,1,0,0,0
29877,1,0,0,0,4,44,19,163,172,171,164,165,109.4,94.4,141.2,150.9,161.5,0,0,0,0,0
29878,3,0,0,0,6,24,18,133,144,133,143,142,149.6,149.2,166,179.7,153.3,0,1,0,0,1
29879,1,0,0,0,1,104,13,108,104,113,115,130,120.6,129.2,128.4,129.3,145.5,0,0,0,0,0
29880,4,0,0,1,5,48,31,219,221,209,209,207,247.7,259.1,236.6,262.1,268.5,1,0,0,0,1
29881,2,0,0,0,5,28,20,122,128,149,139,121,142.5,85.2,121.2,125.6,104,0,0,0,0,0
29882,5,0,0,0,2,72,14,135,142,144,142,139,114.1,122.1,150.6,157.4,113.5,0,1,0,0,0
29883,3,0,0,1,2,144,25,278,273,269,286,295,275.2,271.9,321.2,317.1,300.3,0,0,0,0,0
29884,2,0,0,0,5,36,18,179,183,173,168,172,111.9,145.9,177.6,190.7,195,0,0,0,0,0
29885,1,0,0,0,2,84,19,170,168,171,180,179,147.6,177.4,203.4,171.7,194.3,0,0,0,0,0
29886,1,0,0,0,3,48,13,131,131,139,145,144,137.2,149.3,138.1,153.6,142.7,0,0,0,0,0
29887,4,0,0,1,8,28,23,231,229,225,219,213,268.4,229.8,248.3,218.6,206.6,0,0,0,1,0
29888,2,0,0,1,4,40,18,148,150,152,141,137,160.9,221.4,212.5,220.6,193.8,0,0,0,0,0
29889,2,0,0,0,4,44,20,171,172,173,185,173,203.2,234.2,190.6,147,182.9,0,0,0,0,0
29890,3,0,0,0,5,28,16,132,127,130,129,128,111.5,143,145.8,129.8,90.9,0,0,0,0,0
29891,1,0,0,0,4,36,19,146,146,141,146,134,189.1,130.1,103,157.9,131.9,0,0,0,0,0
29892,2,0,0,0,1,136,13,114,136,134,143,134,137.7,129.5,133.2,137.7,100,0,0,0,0,0
29893,2,0,0,0,5,28,21,151,146,139,131,125,99.2,76,124.2,82.7,87.3,0,0,0,0,0
29894,4,0,0,0,2,52,13,119,102,103,94,93,113.1,85.5,120.6,109.7,94,0,0,0,0,0
29895,3,0,0,1,0,0,31,221,209,201,213,206,211.1,240.3,190.7,191.2,222.3,0,0,0,0,0
29896,3,0,0,0,1,172,23,171,175,182,170,175,77.7,171.9,190.2,204.4,195.5,0,0,0,0,0
29897,5,1,0,0,2,252,21,503,507,486,459,507,439.9,455.2,463.5,485.5,473.2,0,0,0,1,0
29898,1,0,0,1,2,80,23,196,174,172,157,195,199.9,216.8,207,217.9,211.6,0,0,0,1,0
29899,2,0,0,0,5,36,14,185,190,180,174,173,119.4,133.6,107.6,139.9,179.2,0,0,0,0,0
29900,3,0,0,0,4,56,23,210,207,213,206,215,168.2,155.5,183.1,225.5,256.7,0,0,0,0,0
29901,4,0,0,0,7,20,14,112,138,140,125,128,145.7,86.6,56.2,97.5,137.8,0,0,0,0,0
29902,5,0,0,0,6,24,17,144,147,149,144,145,72.5,96.6,103.1,96.4,170.5,0,0,0,0,0
29903,1,0,0,0,3,48,30,142,141,134,137,148,118.1,151.1,149.5,164.1,212.9,0,0,0,0,0
29904,4,0,0,0,9,0,18,132,147,133,122,130,128.6,124.9,121.8,148.3,133,0,0,0,0,0
29905,4,0,0,0,5,32,13,144,142,132,129,141,122.3,115.7,177.5,150.1,173.8,0,0,0,0,0
29906,3,0,0,0,3,52,13,146,144,139,151,146,159.1,156.5,140.2,126.9,182.9,0,0,0,0,0
29907,1,0,0,1,3,76,27,228,225,214,206,194,279.1,262.9,264.9,221,174.4,0,0,0,1,0
29908,3,0,0,0,7,20,18,168,136,139,122,127,209.8,181.9,123.2,86.1,72.6,0,0,0,0,0
29909,5,0,0,0,0,0,14,183,186,191,182,179,149.1,161.3,148.6,162.5,160,0,0,0,0,0
29910,4,0,0,0,3,44,12,133,132,125,131,125,181.8,164.9,156.8,153.2,86.4,0,1,0,0,0
29911,5,0,0,0,2,56,21,110,102,109,192,153,142.8,119.1,137.9,174,178.6,0,0,0,0,0
29912,5,0,0,1,5,44,21,220,229,216,225,217,247.3,258.1,232,219.6,219.2,0,0,0,1,0
29913,2,0,0,1,2,168,21,330,330,334,334,333,300,291.4,267.9,293.4,316.4,0,0,0,1,0
29914,5,0,0,0,5,44,19,199,198,211,207,193,139.7,130.9,190.6,225,199.4,0,0,0,0,0
29915,2,0,0,0,0,0,16,118,126,117,133,142,130.6,131.7,146.1,137.1,173.9,0,0,0,0,0
29916,3,0,0,0,6,20,16,118,170,131,163,143,100.3,114.2,138.8,149.2,145.9,0,0,0,0,0
29917,2,0,0,0,2,64,21,122,106,132,122,121,59.2,68.5,59.2,109.8,114.6,0,0,0,0,0
29918,5,0,0,1,6,24,16,146,135,155,136,156,216.9,231.2,239,218.5,169.8,0,0,0,0,0
29919,2,0,0,0,0,0,19,177,131,98,99,128,185.8,149.9,155.9,128.1,114.5,0,0,0,0,0
29920,1,0,0,0,0,0,17,144,166,173,157,136,72.3,27.6,33.2,59.1,79.3,0,0,0,0,0
29921,4,0,0,1,6,36,21,225,217,215,218,233,213.3,202.5,205.3,214.4,227.3,0,0,0,1,1
29922,2,0,0,1,6,40,26,223,212,226,231,231,251,256.4,235.8,229.7,235.8,0,0,0,0,0
29923,1,0,0,1,5,44,28,194,202,210,212,217,231.4,231.5,247.2,195.1,234.3,0,0,0,0,0
29924,1,0,1,0,1,328,24,333,333,330,326,332,329.7,371.4,415.2,373.9,373,0,0,0,1,0
29925,3,0,0,0,5,28,18,125,126,136,131,133,168.4,110.5,137.7,127.9,106.9,0,0,0,0,0
29926,5,0,0,0,1,156,22,134,149,154,146,137,98.9,115.6,62.6,52.7,135.6,0,0,0,0,0
29927,4,0,0,0,6,28,20,155,152,166,163,163,178.8,207.1,203.2,203.8,139.7,0,0,0,0,0
29928,2,0,0,0,4,44,19,167,176,164,174,180,175.2,133.6,120.5,152.3,171.6,0,0,0,0,0
29929,5,0,0,1,2,96,26,171,187,187,186,188,241.6,209.8,179.7,218,221.4,0,0,0,0,0
29930,4,0,0,0,1,152,24,111,159,151,125,120,150.5,131.1,113,87.5,103.2,0,0,0,0,0
29931,3,0,0,0,2,68,19,123,135,136,136,135,122.4,127.8,149.3,159.1,126.2,0,0,0,0,0
29932,4,0,0,0,7,24,19,175,172,174,167,175,154.7,176.2,205.1,139.7,117.4,0,0,0,0,0
29933,5,0,0,0,5,32,19,146,146,140,141,144,194.4,166.7,125.9,127.4,160.2,0,0,0,0,0
29934,2,0,0,1,6,36,17,223,222,209,211,216,226.7,254.5,261,202,196.1,0,0,1,0,0
29935,1,0,0,0,2,88,20,174,165,170,163,170,136.2,137.4,184.5,153.2,177.2,0,0,0,0,0
29936,4,0,0,0,6,24,20,133,135,140,138,132,153.5,147.1,116.3,119.6,95.6,0,1,0,0,0
29937,3,0,0,1,1,252,16,220,245,252,236,244,209.4,244.8,250,268.1,234.4,0,0,0,0,0
29938,3,0,0,1,1,200,28,201,197,193,197,207,221.2,232.7,236.2,184.8,200.9,0,0,0,0,0
29939,2,0,0,0,2,72,13,115,129,138,141,147,111.1,137.6,123.7,148.5,183.6,0,0,0,0,0
29940,2,0,0,0,8,0,26,210,190,138,86,145,109.3,131.7,149.2,165.6,154.6,0,0,0,0,0
29941,1,0,0,0,2,64,22,107,140,125,140,127,153.5,111.5,130.9,116.1,102.5,0,0,0,0,0
29942,2,0,0,0,1,128,19,127,147,140,143,143,205.9,197.7,178.7,173.9,141.2,0,0,0,0,0
29943,4,0,0,0,3,44,14,122,121,127,111,112,121.5,94.9,63.5,82.3,62.9,0,0,0,0,0
29944,4,0,0,1,5,52,32,244,253,260,258,262,214,258.6,280.1,330,313.6,1,0,0,0,0
29945,1,0,0,0,7,20,16,114,122,127,128,129,109.9,138.5,110.3,82.6,64.6,0,0,0,0,0
29946,3,0,0,0,2,68,17,129,129,122,129,129,186.5,155.2,172.9,170.7,77.5,0,0,0,0,0
29947,5,0,0,0,1,112,21,120,119,102,109,107,120,120.5,138.4,92.2,59,0,0,0,0,0
29948,1,0,0,0,2,64,13,128,136,132,126,127,126,128.1,127.4,116.8,91.4,0,1,0,0,0
29949,4,0,0,0,5,28,24,130,127,148,168,165,131,151.9,197.5,195.7,174.2,0,0,0,0,0
29950,4,0,1,0,4,80,25,308,309,319,323,305,314.4,311.2,296.5,327.4,343.3,0,0,0,1,0
29951,4,0,0,0,4,32,16,129,141,126,135,133,80.5,89.7,135.2,103.3,110.2,0,1,0,0,0
29952,2,0,0,1,8,24,15,166,165,165,166,179,220.1,211,205.2,206,187.5,0,0,0,1,0
29953,5,0,0,0,4,32,18,130,138,128,130,128,169.9,136,123.4,105,133.4,0,1,0,0,0
29954,3,0,0,0,6,24,13,125,128,114,117,122,107.5,139.5,136,136.6,133.3,0,0,0,0,0
29955,1,0,0,0,4,40,14,163,155,157,146,148,137.3,151.4,133.5,149.6,170,0,0,0,0,0
29956,1,0,0,0,0,0,27,187,174,181,188,166,101.7,88,155.9,171.1,157.2,0,0,0,0,0
29957,5,0,0,0,4,36,11,128,140,134,144,138,104.3,142.5,168.4,198,172,0,0,0,0,0
29958,3,0,0,0,4,40,26,150,147,155,153,156,102.5,146.8,142.6,105.2,148.5,0,0,0,0,0
29959,1,0,0,0,1,176,27,171,181,184,181,176,194.7,144.9,178.1,157,177.1,0,0,0,0,0
29960,5,0,0,1,3,84,18,265,257,250,246,248,213.3,254.6,218.4,268,237.7,0,0,0,0,0
29961,4,0,0,0,7,20,20,126,133,124,124,125,95,81.9,92,116.1,103.5,0,0,0,0,0
29962,2,0,0,1,2,132,23,266,257,257,257,261,206.5,200.8,242.8,240.7,247,1,0,0,1,0
29963,3,0,0,0,5,32,14,153,154,140,138,130,214.8,170.6,145.8,158.4,144.6,0,0,0,0,0
29964,4,0,0,0,3,64,24,190,155,187,181,186,208.5,185.8,188.1,194.5,156.7,0,0,0,0,0
29965,2,0,0,0,2,84,17,169,161,159,175,177,112.2,116.4,150.8,124.7,136.1,0,0,0,0,0
29966,4,0,0,0,2,92,25,175,159,180,163,164,191.2,166,139.6,169.7,142.7,0,0,0,0,1
29967,5,0,0,0,3,48,18,141,141,144,144,138,88.5,165,208.7,214.2,207.1,0,0,0,0,0
29968,3,0,0,1,8,28,24,220,203,225,220,238,229.7,254.4,291,295.8,296.1,0,0,1,0,0
29969,3,0,0,0,1,152,25,154,152,143,130,126,105.7,139.5,128.6,117.9,104.8,0,0,0,0,0
29970,2,0,0,0,6,32,21,166,173,173,181,195,194.3,198.1,150.1,232.8,202,0,0,0,0,0
29971,5,0,0,0,0,0,21,141,162,150,132,131,120.5,114.2,142.6,108.4,141.1,0,0,0,0,1
29972,4,0,0,0,4,28,15,83,99,129,119,125,167.8,195.8,214.4,153.9,117.8,0,1,0,0,1
29973,5,0,0,0,4,52,15,214,227,213,201,203,153.5,171,160.7,142.4,166.2,0,0,0,0,0
29974,4,0,0,0,2,72,22,139,138,134,145,146,106.6,154.6,156.9,174.2,184.3,0,0,0,0,0
29975,5,0,0,0,3,48,17,135,130,132,136,122,179.4,150.2,175.1,168,93.6,0,0,0,0,0
29976,4,0,0,1,9,28,23,250,260,239,246,233,205.2,223.2,256.3,242.3,214.5,0,0,0,0,0
29977,2,0,0,0,2,116,30,228,237,234,206,214,170.9,177.4,195.9,220.3,199.9,0,0,0,0,1
29978,3,0,0,0,6,32,17,180,191,195,171,171,168.5,197.1,185.9,191.8,144,0,0,0,0,0
29979,5,0,0,1,2,128,19,255,256,250,250,251,249.3,229.4,231.1,279.7,247.7,0,0,0,0,0
29980,2,0,0,1,1,224,25,257,243,223,238,239,223.8,181.2,191.6,210.4,224,0,0,0,0,0
29981,4,0,0,1,5,28,15,130,141,147,154,154,229.4,209.8,186.3,186.3,243.7,0,0,0,1,0
29982,4,0,0,1,5,40,15,181,182,186,182,184,180.8,178.8,215.4,251.8,250.1,0,0,0,1,1
29983,1,0,0,0,3,60,23,168,165,158,171,178,137.5,145.7,140.2,112.4,133.5,0,0,0,0,0
29984,5,0,0,0,5,40,19,181,178,194,181,187,114.8,131.7,191.9,239.3,230,0,0,0,0,0
29985,4,0,0,1,2,108,14,205,200,212,209,213,194.2,242.3,234.2,186.5,243.8,1,0,0,1,1
29986,5,0,0,0,5,40,17,182,187,167,194,173,150.2,130.7,204,223.3,230.3,0,0,0,0,0
29987,4,0,0,0,3,60,22,168,167,171,175,184,179.3,188.6,171.9,212.6,221.2,0,0,0,0,0
29988,2,0,0,0,5,40,19,183,176,163,161,166,218.8,209.6,189.4,170.6,172.3,0,0,0,0,0
29989,5,0,0,0,2,68,19,121,137,136,135,142,122.3,114.8,136.7,152.1,202.4,0,0,0,0,0
29990,4,0,0,0,5,28,23,132,125,133,132,124,174.3,209.2,137.4,130.5,113.7,0,1,0,0,0
29991,5,0,0,1,3,60,20,157,156,167,169,180,234.3,210.1,199.8,175.8,196.5,0,0,0,0,0
29992,5,0,0,0,3,72,27,215,208,214,210,216,186.7,195.5,203.6,211,201.5,1,0,0,0,0
29993,2,0,0,0,2,88,20,178,172,170,170,161,179.1,160.3,164,197,134.9,0,0,0,0,0
29994,5,0,0,0,4,40,16,145,154,113,115,113,123.2,105.4,91.6,101.1,82.8,0,0,0,0,0
29995,4,0,1,0,3,120,25,417,418,400,369,355,356.1,389.3,400,390.9,373.5,0,0,0,0,0
29996,3,0,0,0,7,32,22,205,215,215,194,202,142.2,153,160.9,205.1,187.7,0,0,0,0,0
29997,3,0,0,0,5,28,16,128,131,131,136,135,111.6,139.5,163.1,164.3,177.8,0,0,0,0,0
29998,1,0,0,0,3,72,29,213,213,209,206,206,169,166.6,136.3,142.4,168.4,0,0,0,0,0
29999,4,0,0,0,7,20,21,135,138,136,125,135,166,140.8,159,184,175.4,0,0,0,0,0
30000,5,0,0,0,3,60,20,172,162,156,171,170,158.5,175.5,167.5,162.5,136.9,0,1,0,0,0
30001,5,0,0,0,9,20,12,145,146,187,194,146,173.1,154.1,157,156.9,165.4,0,0,0,0,1
30002,2,0,0,0,3,40,19,142,130,69,78,120,178.7,158.1,168.3,175.2,168,0,0,0,0,0
30003,2,0,0,0,7,36,30,239,243,246,247,242,243.7,200.1,147.9,191,173.6,0,0,0,0,0
30004,3,0,0,0,5,28,13,146,146,139,140,131,127.7,107.9,80.7,115.6,143.6,0,0,0,0,0
30005,5,0,0,0,4,36,25,127,139,142,135,121,131.8,101.3,49.2,89.6,98.5,0,0,0,0,0
30006,5,0,0,1,8,32,27,227,225,225,226,226,222.2,205.3,268,217.9,228.4,0,0,0,0,1
30007,5,0,0,0,5,28,15,149,139,131,134,126,142.6,156.1,162.5,121.5,130.9,0,0,0,0,0
30008,5,0,0,1,7,24,21,131,129,139,144,154,182.4,178.1,214.9,249.1,199,0,1,0,1,0
30009,2,0,0,0,1,152,19,158,152,153,152,153,204.5,167.4,117.8,108.5,157.9,0,0,0,0,0
30010,3,0,0,0,4,36,18,127,120,119,135,132,55.7,79.2,93,97.1,172.7,0,0,0,0,0
30011,3,0,0,0,7,24,22,149,179,167,143,149,94.4,95.6,129.5,163.3,187.5,0,0,0,0,0
30012,5,0,0,0,2,92,21,181,182,148,177,161,173.7,146.5,106.8,134,133.5,0,0,0,0,0
30013,5,0,0,1,0,0,17,241,205,271,198,217,248.6,252.8,272.1,244.7,233,0,0,0,1,0
30014,4,0,0,1,3,80,20,262,244,248,236,236,240,260.3,207,218,202.2,0,0,0,0,0
30015,1,0,0,0,3,60,17,184,170,175,178,167,187.4,158.1,183.9,157.3,163.3,0,0,0,0,0
30016,1,0,0,1,1,248,27,253,250,256,257,246,195.3,238.8,243.5,215.1,223.6,0,1,0,0,1
30017,4,0,0,0,4,48,23,178,182,175,178,179,162.4,130.4,140.1,183.1,202.6,0,1,0,0,0
30018,2,0,0,0,6,24,22,115,147,160,142,126,127.7,162.1,155.7,146.1,134.2,0,0,0,0,0
30019,5,0,0,0,4,36,20,136,132,134,135,139,95.5,137.4,168.7,158.2,160.5,0,0,0,0,0
30020,2,0,0,0,3,64,18,167,195,190,191,193,199.1,194.7,181.4,174.9,212.2,0,0,0,0,0
30021,5,0,0,0,4,44,19,161,167,171,170,173,133.5,112.3,167.2,150.4,173.9,0,0,0,0,0
30022,4,0,0,1,5,36,20,174,171,170,167,174,204.8,190.6,203.3,244.4,203.9,0,0,0,0,0
30023,5,0,0,0,3,72,26,208,212,206,204,196,168,199.8,168.1,168,166.1,0,0,0,0,0
30024,1,0,0,0,2,76,16,150,145,136,137,133,134,167.8,155.6,147.5,107,0,0,0,0,0
30025,4,0,0,0,7,20,22,120,113,117,119,122,85.2,83.3,44.4,84.7,68.2,0,1,1,0,0
30026,3,0,0,0,2,64,19,121,129,117,125,133,161.9,191.8,140.7,155.3,171.5,0,1,0,0,0
30027,1,0,0,0,7,20,16,139,143,142,136,143,86.4,97.3,98.2,129.9,161.8,0,0,0,0,1
30028,4,0,0,1,4,52,17,191,196,194,193,186,194.4,215,234.2,216.2,255.8,0,0,0,1,0
30029,5,0,1,0,5,76,22,363,355,357,346,342,354.9,355.1,309,320.1,273.8,0,0,0,1,0
30030,4,0,0,0,6,24,20,133,132,129,123,134,107.1,91.5,91.9,61,96,0,0,0,0,0
30031,5,0,0,0,3,60,17,178,180,174,166,181,164.6,176,172.2,187.4,220.8,0,0,0,0,0
30032,2,0,0,1,5,44,33,201,208,206,206,194,202.2,245.2,257,176.9,200.2,0,0,0,0,0
